minute,hh:mm,name,age,gender,occupation,prefecture,income_jpy,channel,category,sku,price_jpy,impulse,reason
1180,19:40,渡辺 葵_866,71,女,工場勤務,神奈川県,3880000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3171,0,夕食後にカートを処理 / PayPay祭
1255,20:55,渡辺 葵_866,71,女,工場勤務,神奈川県,3880000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,夜のリラックス中に / 安心のリピート
715,11:55,長谷川 由美,30,女,主婦・主夫,東京都23区,1270000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2844,0,用事の合間に / PayPay祭
1355,22:35,長谷川 由美,30,女,主婦・主夫,東京都23区,1270000,iHerb,化粧品,Burt's Bees リップ バーム ハニー,517,0,家族の話題から / リピート
980,16:20,岡田 克彦,62,男,ITエンジニア,神奈川県,4430000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,仕事の合間に / ストック補充
1240,20:40,岡田 克彦,62,男,ITエンジニア,神奈川県,4430000,Amazon,日用品,Mr.CLEAN マジックリン キッチン用 400ml,300,1,夜のリラックス中に / 切らしそう
1350,22:30,岡田 克彦,62,男,ITエンジニア,神奈川県,4430000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
450,07:30,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,朝の準備中ふと / 週末カジュアル
790,13:10,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,BUYMA,アパレル,【正規品】POLO Ralph Lauren ケーブルニット 紺 M,28584,0,仕事の合間に / 安心のリピート
1095,18:15,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,Amazon,電子書籍,Kindle ハイキュー!! 文庫版 1-3巻セット,1980,0,夕食後にカートを処理 / 懐かしい
1100,18:20,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,honto,書籍,看護管理2025年4月号,2090,0,夕食後にカートを処理 / 仕事用
1130,18:50,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / 安心のリピート
1205,20:05,高橋 拓海_869,50,男,フリーランス,東京都市部,8650000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1331,1,夜のリラックス中に / 安心のリピート
1345,22:25,佐々木 陽翔_870,64,男,公務員,東京都23区,2760000,honto,書籍,看護管理2025年4月号,2090,1,夜のリラックス中に / 仕事用
1390,23:10,佐々木 陽翔_870,64,男,公務員,東京都23区,2760000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,寝る前に思い立って / おやつストック
445,07:25,高橋 翼,55,男,販売員,茨城県,4030000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,朝の準備中ふと / 夏前リピート
1095,18:15,高橋 翼,55,男,販売員,茨城県,4030000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,勤務中こっそり / 安心のリピート
1205,20:05,高橋 翼,55,男,販売員,茨城県,4030000,Amazon,書籍,ジェイソン流お金の増やし方,1430,0,夕食後にカートを処理 / 投資勉強
1230,20:30,高橋 翼,55,男,販売員,茨城県,4030000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,1,夜のリラックス中に / 備蓄
1295,21:35,高橋 翼,55,男,販売員,茨城県,4030000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
525,08:45,渡辺 莉子_872,48,女,パート,千葉県,2040000,Amazon,日用品,Mr.CLEAN マジックリン キッチン用 400ml,358,0,勤務中こっそり / 切らしそう
740,12:20,渡辺 莉子_872,48,女,パート,千葉県,2040000,Amazon,日用品,Mr.CLEAN マジックリン キッチン用 400ml,338,0,勤務中こっそり / 切らしそう
1320,22:00,渡辺 莉子_872,48,女,パート,千葉県,2040000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1330,22:10,渡辺 莉子_872,48,女,パート,千葉県,2040000,iHerb,化粧品,Burt's Bees リップ バーム ハニー,621,1,夜のリラックス中に / リピート
710,11:50,森 樹_873,69,男,退職,神奈川県,1660000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,お昼のひと息に / リラックス
1190,19:50,森 樹_873,69,男,退職,神奈川県,1660000,honto,電子書籍,hontoポイント 1000円分,1000,0,夕食後にカートを処理 / 次回用ポイント購入
415,06:55,後藤 颯太_874,23,男,会社員,千葉県,1990000,iHerb,化粧品,Burt's Bees リップ バーム ハニー,511,0,朝の準備中ふと / 計画通り
915,15:15,後藤 颯太_874,23,男,会社員,千葉県,1990000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,21242,0,勤務中こっそり / 新品より安い
1085,18:05,後藤 颯太_874,23,男,会社員,千葉県,1990000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,通勤中ふと思い出して / 冬支度
1280,21:20,後藤 颯太_874,23,男,会社員,千葉県,1990000,Amazon,電化製品,ELECOM USB-C ハブ 7-in-1 4K HDMI,5630,1,夜のリラックス中に / 在宅環境
1150,19:10,鈴木 陽菜,60,女,販売員,東京都23区,2470000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,8421,0,夕食後にカートを処理 / ポイント10倍
1215,20:15,鈴木 陽菜,60,女,販売員,東京都23区,2470000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,夕食後にカートを処理 / 通勤新調
1160,19:20,前田 ハル,27,女,会社員,神奈川県,3960000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,0,夕食後にカートを処理 / リラックス
1170,19:30,前田 ハル,27,女,会社員,神奈川県,3960000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,0,夕食後にカートを処理 / 安心のリピート
1255,20:55,前田 ハル,27,女,会社員,神奈川県,3960000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,夜のリラックス中に / リラックス
1265,21:05,前田 ハル,27,女,会社員,神奈川県,3960000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,1,夜のリラックス中に / 安心のリピート
1295,21:35,前田 ハル,27,女,会社員,神奈川県,3960000,Amazon,電子書籍,Kindle ハイキュー!! 文庫版 1-3巻セット,1980,1,夜のリラックス中に / 懐かしい
1145,19:05,山口 杏_877,61,女,会社員,埼玉県,4830000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1053,0,夕食後にカートを処理 / PayPayキャンペーン
1235,20:35,山口 杏_877,61,女,会社員,埼玉県,4830000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,1,夜のリラックス中に / 気分転換
1005,16:45,中村 義男_878,68,男,退職,群馬県,2170000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,午後のくつろぎ中に / 冬支度
1240,20:40,中村 義男_878,68,男,退職,群馬県,2170000,MUJI passport,日用品,無印良品 化粧水 敏感肌用 高保湿 200ml,690,1,TVショッピング見て / リピート
1095,18:15,橋本 智子_879,60,女,会社員,栃木県,6030000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,通勤中ふと思い出して / 夏前リピート
1210,20:10,橋本 智子_879,60,女,会社員,栃木県,6030000,iHerb,サプリ,California Gold ビタミンC 1000mg 240粒,1992,1,夜のリラックス中に / 安心のリピート
855,14:15,山崎 芽依_880,66,女,退職,神奈川県,1570000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,1,午後のくつろぎ中に / 計画通り
1055,17:35,山崎 芽依_880,66,女,退職,神奈川県,1570000,iHerb,食品,California Gold ナッツミックス 907g,2650,1,午後のくつろぎ中に / 間食用
485,08:05,斎藤 結衣,42,女,主婦・主夫,神奈川県,1470000,iHerb,化粧品,Burt's Bees リップ バーム ハニー,642,0,朝の準備中ふと / 計画通り
920,15:20,斎藤 結衣,42,女,主婦・主夫,神奈川県,1470000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,子供の世話の合間に / おやつストック
465,07:45,佐々木 理恵,61,女,工場勤務,東京都23区,2090000,Amazon,食品,カルビー フルグラ 800g x 3,2841,0,朝の準備中ふと / 朝食まとめ
1160,19:20,佐々木 理恵,61,女,工場勤務,東京都23区,2090000,MUJI passport,家具,無印良品 体にフィットするソファ 用 カバー,5990,0,夕食後にカートを処理 / 汚れ補充
955,15:55,吉田 悠人,74,男,飲食店,神奈川県,2370000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,勤務中こっそり / おやつストック
1365,22:45,吉田 悠人,74,男,飲食店,神奈川県,2370000,Amazon,サブスク,Kindle Unlimited 3ヶ月分,2940,1,夜のリラックス中に / 読み放題
505,08:25,佐々木 湊,52,男,会社員,神奈川県,3720000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1571,0,勤務中こっそり / 新作
670,11:10,佐々木 湊,52,男,会社員,神奈川県,3720000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7867,0,勤務中こっそり / ポイント10倍
1155,19:15,佐々木 湊,52,男,会社員,神奈川県,3720000,MUJI passport,家具,無印良品 体にフィットするソファ 用 カバー,5990,0,夕食後にカートを処理 / 汚れ補充
1305,21:45,佐々木 湊,52,男,会社員,神奈川県,3720000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1078,1,夜のリラックス中に / PayPayキャンペーン
1360,22:40,佐々木 湊,52,男,会社員,神奈川県,3720000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,寝る前に思い立って / リラックス
460,07:40,中村 ハル,67,女,退職,東京都23区,2020000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,朝の準備中ふと / 夏前リピート
1015,16:55,中村 ハル,67,女,退職,東京都23区,2020000,楽天市場,食品,讃岐うどん 半生 太麺 1kg,1450,1,午後のくつろぎ中に / 在庫補充
1205,20:05,岡田 克彦_886,73,男,パート,東京都23区,1090000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,夕食後にカートを処理 / 夏前リピート
1220,20:20,岡田 克彦_886,73,男,パート,東京都23区,1090000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,夕食後にカートを処理 / 通勤新調
1175,19:35,岡田 綾,69,女,パート,東京都市部,2110000,honto,書籍,看護管理2025年4月号,2090,0,夕食後にカートを処理 / 仕事用
1255,20:55,岡田 綾,69,女,パート,東京都市部,2110000,honto,電子書籍,hontoポイント 1000円分,1000,1,夜のリラックス中に / 次回用ポイント購入
660,11:00,藤田 智子_888,20,女,大学生,埼玉県,800000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,4245,0,勉強の息抜きに / コラボ品再入手
695,11:35,藤田 智子_888,20,女,大学生,埼玉県,800000,メルカリ,ホビー,プラモデル HG ガンダムエアリアル 未組立,1966,0,勉強の息抜きに / 積みプラ追加
885,14:45,佐藤 健太,72,男,主婦・主夫,東京都23区,1670000,MUJI passport,家具,無印良品 体にフィットするソファ 用 カバー,5990,0,ランチ食べながら / 汚れ補充
1250,20:50,佐藤 健太,72,男,主婦・主夫,東京都23区,1670000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,0,家族の話題から / 話題のSF
480,08:00,田中 樹,54,男,会社員,神奈川県,7270000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,通勤中ふと思い出して / 夏定番
1220,20:20,田中 樹,54,男,会社員,神奈川県,7270000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4067,1,夜のリラックス中に / まとめ買いお得
1245,20:45,田中 樹,54,男,会社員,神奈川県,7270000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3405,1,夜のリラックス中に / ポイント祭
1285,21:25,田中 樹,54,男,会社員,神奈川県,7270000,Amazon,書籍,Kindle Paperwhite シグニチャー エディション,28980,1,夜のリラックス中に / 読書環境刷新
995,16:35,池田 正樹,77,男,退職,東京都23区,2430000,MUJI passport,家具,無印良品 ポリエステル 綿フランネル こたつ布団,9990,1,午後のくつろぎ中に / 冬支度
1080,18:00,池田 正樹,77,男,退職,東京都23区,2430000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
390,06:30,清水 陽翔,27,男,会社員,埼玉県,2540000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,朝の準備中ふと / 夏定番
1305,21:45,清水 陽翔,27,男,会社員,埼玉県,2540000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4191,1,夜のリラックス中に / まとめ買いお得
1310,21:50,清水 陽翔,27,男,会社員,埼玉県,2540000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,夜のリラックス中に / 新色気になって
1335,22:15,清水 陽翔,27,男,会社員,埼玉県,2540000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,1,夜のリラックス中に / 定番補充
495,08:15,吉田 大翔,74,男,退職,神奈川県,1680000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,朝のゆっくり時間に / 冬支度
575,09:35,吉田 大翔,74,男,退職,神奈川県,1680000,メルカリ,ホビー,ポケモンカード SV6a スカーレットex 1BOX,7484,1,朝のゆっくり時間に / 再販分
1020,17:00,前田 樹,66,男,退職,神奈川県,4490000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,午後のくつろぎ中に / 冬支度
1095,18:15,前田 樹,66,男,退職,神奈川県,4490000,Amazon,書籍,世界一流エンジニアの思考法 (文春新書),990,0,夕食後にカートを処理 / 話題本
1105,18:25,森 達也,47,男,ITエンジニア,東京都23区,8410000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,0,夕食後にカートを処理 / 通勤用
1120,18:40,森 達也,47,男,ITエンジニア,東京都23区,8410000,Amazon,食品,カゴメ 野菜一日これ一本 200ml x 24本,2634,0,夕食後にカートを処理 / 安心のリピート
1195,19:55,森 達也,47,男,ITエンジニア,東京都23区,8410000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3050,1,夜のリラックス中に / PayPay祭
1220,20:20,森 達也,47,男,ITエンジニア,東京都23区,8410000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1265,21:05,森 達也,47,男,ITエンジニア,東京都23区,8410000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,891,1,夜のリラックス中に / 安心のリピート
1270,21:10,森 達也,47,男,ITエンジニア,東京都23区,8410000,Amazon,コーヒー,猿田彦珈琲 大吉ブレンド ドリップバッグ 10個,2041,1,夜のリラックス中に / 気分転換
955,15:55,岡田 由美,79,女,退職,東京都23区,2730000,Amazon,食品,カゴメ 野菜一日これ一本 200ml x 24本,2761,1,午後のくつろぎ中に / 朝の野菜
1015,16:55,岡田 由美,79,女,退職,東京都23区,2730000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,午後のくつろぎ中に / 通勤新調
450,07:30,加藤 美穂_897,30,女,会社員,栃木県,4110000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,通勤中ふと思い出して / 安心のリピート
565,09:25,加藤 美穂_897,30,女,会社員,栃木県,4110000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,19983,0,勤務中こっそり / 新品より安い
1020,17:00,加藤 美穂_897,30,女,会社員,栃木県,4110000,honto,電子書籍,hontoポイント 1000円分,1000,0,勤務中こっそり / 次回用ポイント購入
1185,19:45,加藤 美穂_897,30,女,会社員,栃木県,4110000,iHerb,化粧品,The Ordinary ナイアシンアミド 10% 30ml,1040,0,夕食後にカートを処理 / 安心のリピート
1380,23:00,加藤 美穂_897,30,女,会社員,栃木県,4110000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,19018,1,寝る前に思い立って / 新品より安い
460,07:40,橋本 葵_898,58,女,教員,茨城県,3360000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3005,1,通勤中ふと思い出して / PayPay祭
490,08:10,橋本 葵_898,58,女,教員,茨城県,3360000,Amazon,サブスク,Kindle Unlimited 3ヶ月分,2940,1,通勤中ふと思い出して / 読み放題
650,10:50,橋本 葵_898,58,女,教員,茨城県,3360000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,0,勤務中こっそり / 原書チャレンジ
660,11:00,橋本 葵_898,58,女,教員,茨城県,3360000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3027,0,勤務中こっそり / PayPay祭
1315,21:55,橋本 葵_898,58,女,教員,茨城県,3360000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1051,1,夜のリラックス中に / PayPayキャンペーン
1235,20:35,小林 由美_899,65,女,主婦・主夫,神奈川県,800000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,家族の話題から / おやつストック
1240,20:40,小林 由美_899,65,女,主婦・主夫,神奈川県,800000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,962,0,家族の話題から / PayPayキャンペーン
1165,19:25,清水 理恵,53,女,会社員,東京都23区,5750000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,22566,0,夕食後にカートを処理 / 新品より安い
1195,19:55,清水 理恵,53,女,会社員,東京都23区,5750000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,0,夕食後にカートを処理 / 気分転換
1205,20:05,清水 理恵,53,女,会社員,東京都23区,5750000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,1,夜のリラックス中に / 気分転換
1355,22:35,清水 理恵,53,女,会社員,東京都23区,5750000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,1,寝る前に思い立って / 通勤用
1375,22:55,清水 理恵,53,女,会社員,東京都23区,5750000,Amazon,コーヒー,STARBUCKS ハウス ブレンド ホール 250g,1451,1,寝る前に思い立って / 切らした
475,07:55,山田 凛,79,女,工場勤務,東京都23区,2060000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,朝の準備中ふと / 安心のリピート
1355,22:35,山田 凛,79,女,工場勤務,東京都23区,2060000,MUJI passport,日用品,無印良品 ポリプロピレン収納ケース 引出式M,1490,1,夜のリラックス中に / 計画通り
535,08:55,林 美咲_902,70,女,退職,東京都23区,2510000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3032,1,朝のゆっくり時間に / PayPay祭
805,13:25,林 美咲_902,70,女,退職,東京都23区,2510000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3279,1,お昼のひと息に / PayPay祭
1220,20:20,林 美咲_902,70,女,退職,東京都23区,2510000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,997,1,TVショッピング見て / PayPayキャンペーン
625,10:25,岡田 拓海_903,22,男,大学生,東京都23区,800000,SHEIN,雑貨,SHEIN スマホケース クリア iPhone15,402,0,勉強の息抜きに / 可愛いケース欲しい
750,12:30,岡田 拓海_903,22,男,大学生,東京都23区,800000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,勉強の息抜きに / 通勤新調
1175,19:35,石川 彩花_904,46,女,販売員,東京都23区,2680000,iHerb,食品,California Gold ナッツミックス 907g,2798,0,夕食後にカートを処理 / 間食用
1205,20:05,石川 彩花_904,46,女,販売員,東京都23区,2680000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,2098,0,夕食後にカートを処理 / リピート
1280,21:20,石川 彩花_904,46,女,販売員,東京都23区,2680000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,1,夜のリラックス中に / 備蓄
1315,21:55,石川 彩花_904,46,女,販売員,東京都23区,2680000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3214,1,夜のリラックス中に / PayPay祭
470,07:50,井上 樹,54,男,会社員,茨城県,6390000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,1,通勤中ふと思い出して / 再読
885,14:45,井上 樹,54,男,会社員,茨城県,6390000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,1971,0,勤務中こっそり / リピート
1180,19:40,井上 樹,54,男,会社員,茨城県,6390000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / ストック補充
1250,20:50,井上 樹,54,男,会社員,茨城県,6390000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1385,23:05,井上 樹,54,男,会社員,茨城県,6390000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,寝る前に思い立って / 夏定番
1125,18:45,吉田 雅人_906,19,男,大学生,東京都23区,800000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3508,1,夜のリラックス中に / ポイント祭
1315,21:55,吉田 雅人_906,19,男,大学生,東京都23区,800000,Amazon,日用品,ファブリーズ 衣類消臭スプレー 370ml x 2,1088,1,Instagram で広告見て / 切らした
1155,19:15,山崎 彩_907,26,女,飲食店,東京都23区,2830000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,0,夕食後にカートを処理 / 話題のSF
1200,20:00,山崎 彩_907,26,女,飲食店,東京都23区,2830000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,0,夕食後にカートを処理 / 通勤用
1320,22:00,山崎 彩_907,26,女,飲食店,東京都23区,2830000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
1325,22:05,山崎 彩_907,26,女,飲食店,東京都23区,2830000,Amazon,電子書籍,Kindle ハイキュー!! 文庫版 1-3巻セット,1980,1,夜のリラックス中に / 懐かしい
1015,16:55,伊藤 浩二_908,79,男,退職,千葉県,1650000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,午後のくつろぎ中に / 冬支度
855,14:15,林 葵,73,女,退職,神奈川県,1630000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,882,1,午後のくつろぎ中に / 安心のリピート
1155,19:15,林 葵,73,女,退職,神奈川県,1630000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,0,夕食後にカートを処理 / 気分転換
935,15:35,山本 美穂_910,20,女,大学生,神奈川県,800000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,勉強の息抜きに / 通勤新調
1140,19:00,山本 美穂_910,20,女,大学生,神奈川県,800000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,0,夕食後にカートを処理 / ZOZO特集
495,08:15,山崎 樹,75,男,退職,茨城県,2270000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,1,朝のゆっくり時間に / 気分転換
560,09:20,山崎 樹,75,男,退職,茨城県,2270000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,916,1,朝のゆっくり時間に / PayPayキャンペーン
450,07:30,藤田 節子_912,27,女,会社員,埼玉県,5530000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,8413,1,通勤中ふと思い出して / 安心のリピート
470,07:50,藤田 節子_912,27,女,会社員,埼玉県,5530000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,通勤中ふと思い出して / 新色気になって
1120,18:40,藤田 節子_912,27,女,会社員,埼玉県,5530000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,通勤中ふと思い出して / 週末カジュアル
1180,19:40,藤田 節子_912,27,女,会社員,埼玉県,5530000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3272,0,夕食後にカートを処理 / PayPay祭
1220,20:20,藤田 節子_912,27,女,会社員,埼玉県,5530000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1305,21:45,藤田 節子_912,27,女,会社員,埼玉県,5530000,MUJI passport,日用品,無印良品 ポリプロピレン収納ケース 引出式M,1490,1,夜のリラックス中に / 安心のリピート
1165,19:25,藤田 誠,53,男,工場勤務,埼玉県,6360000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7251,0,夕食後にカートを処理 / 計画通り
1185,19:45,藤田 誠,53,男,工場勤務,埼玉県,6360000,Amazon,電化製品,Anker 737 Power Bank 24000mAh 140W,21443,0,夕食後にカートを処理 / 計画通り
1295,21:35,藤田 誠,53,男,工場勤務,埼玉県,6360000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3253,1,夜のリラックス中に / PayPay祭
1355,22:35,藤田 誠,53,男,工場勤務,埼玉県,6360000,楽天市場,食品,台湾カステラ 6個セット,2969,1,夜のリラックス中に / 話題スイーツ
1360,22:40,藤田 誠,53,男,工場勤務,埼玉県,6360000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1370,22:50,藤田 誠,53,男,工場勤務,埼玉県,6360000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,夜のリラックス中に / 計画通り
485,08:05,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,Amazon,電化製品,Logicool MX Master 3S ワイヤレスマウス,15716,0,朝の準備中ふと / 新調
745,12:25,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,楽天市場,食品,讃岐うどん 半生 太麺 1kg,1389,0,ランチ食べながら / 在庫補充
780,13:00,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,iHerb,食品,California Gold ナッツミックス 907g,2608,0,仕事の合間に / 間食用
890,14:50,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,仕事の合間に / おやつストック
1130,18:50,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,BUYMA,ブランド品,【関税送料込】Hermès Twilly スカーフ 復刻柄,24336,0,夕食後にカートを処理 / 安心のリピート
1320,22:00,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1360,22:40,池田 雅人_914,30,男,ITエンジニア,神奈川県,8180000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
1125,18:45,前田 貴志,41,男,会社員,神奈川県,10380000,honto,書籍,看護管理2025年4月号,2090,0,夕食後にカートを処理 / 仕事用
1245,20:45,前田 貴志,41,男,会社員,神奈川県,10380000,Amazon,電化製品,ELECOM USB-C ハブ 7-in-1 4K HDMI,5506,1,夜のリラックス中に / 在宅環境
1330,22:10,前田 貴志,41,男,会社員,神奈川県,10380000,BUYMA,アパレル,【関税送料込】MM6 Maison Margiela ジャパニーズバッグ S,39482,1,夜のリラックス中に / 海外限定色
