id,name,age,gender,occupation,prefecture,lat,lng,income_jpy,wfh,n_purchases_today,spend_today_jpy
922,長谷川 心春_922,56,女,フリーランス,東京都市部,35.54897,139.45392,4750000,1,5,16617
923,加藤 綾,28,女,主婦・主夫,埼玉県,35.96839,139.587,1920000,0,4,3345
924,斎藤 理恵_924,38,女,教員,神奈川県,35.2577,139.14521,5290000,0,5,9994
925,山田 陽翔,30,男,ITエンジニア,東京都市部,35.70363,139.34408,9700000,1,8,77372
926,小林 孝雄_926,73,男,退職,神奈川県,35.52019,139.43333,2820000,0,3,8153
927,山本 心春,50,女,主婦・主夫,茨城県,36.36778,140.46125,1920000,0,4,12564
928,田中 節子,56,女,主婦・主夫,群馬県,36.40633,139.35018,1950000,0,4,10269
929,山本 孝雄_929,61,男,ITエンジニア,栃木県,36.56245,139.8785,7960000,1,2,13980
930,佐々木 智子_930,28,女,会社員,神奈川県,35.40745,139.49478,3070000,0,5,17865
931,清水 結愛,52,女,ITエンジニア,茨城県,35.89319,140.05689,12330000,1,6,57892
932,林 大翔,32,男,工場勤務,千葉県,35.69219,139.97824,6830000,0,7,67368
933,佐藤 悦子_933,49,女,会社員,東京都23区,35.64329,139.68518,8910000,0,5,66158
934,田中 翔,45,男,飲食店,東京都市部,35.70062,139.49161,3220000,0,5,15959
935,佐藤 美穂_935,68,女,退職,東京都23区,35.78189,139.78872,2050000,0,2,5380
936,斎藤 悦子_936,70,女,パート,東京都23区,35.56749,139.72296,1680000,0,2,4355
937,石川 悠人_937,20,男,販売員,東京都23区,35.74542,139.78672,1510000,0,4,11292
938,山口 翔,73,男,退職,神奈川県,35.43239,139.49487,2120000,0,2,4680
939,伊藤 美穂_939,58,女,主婦・主夫,東京都23区,35.72278,139.77809,830000,0,2,6970
940,岡田 千尋,41,女,販売員,東京都市部,35.78071,139.27796,2930000,0,4,16715
941,山崎 千尋,44,女,公務員,東京都23区,35.57245,139.70291,8770000,0,6,55755
942,石川 節子_942,58,女,販売員,東京都23区,35.7423,139.64001,2350000,0,4,2644
943,林 義男_943,45,男,看護師,東京都23区,35.72689,139.78666,8070000,0,5,13296
944,佐々木 桜_944,69,女,退職,埼玉県,35.85527,139.41209,1800000,0,2,2290
945,森 節子_945,54,女,会社員,埼玉県,35.84276,139.65914,3750000,0,5,14726
946,井上 莉子_946,21,女,大学生,東京都23区,35.72624,139.65467,800000,0,2,3095
947,後藤 麻衣,77,女,飲食店,群馬県,36.2536,139.54608,2450000,0,2,2995
948,林 彩,29,女,フリーランス,東京都23区,35.56732,139.73271,4800000,1,5,25336
949,斎藤 正樹_949,49,男,経営者・役員,神奈川県,35.50866,139.61537,11050000,0,6,65480
950,後藤 浩二,50,男,会社員,埼玉県,35.92955,139.70049,6310000,0,4,4763
951,清水 正樹_951,76,男,退職,東京都市部,35.68926,139.56886,2120000,0,2,4680
952,長谷川 智子,63,女,主婦・主夫,東京都市部,35.67188,139.41227,1830000,0,2,2453
953,渡辺 雅人,43,男,飲食店,神奈川県,35.34288,139.6129,4130000,0,5,30022
954,佐藤 翔,57,男,会社員,埼玉県,35.81589,139.6839,7060000,0,7,51349
955,井上 拓海_955,21,男,大学生,東京都23区,35.56277,139.70914,800000,0,2,7769
956,松本 美咲,53,女,会社員,千葉県,35.73619,140.22111,3660000,0,5,14642
957,加藤 凛,45,女,販売員,東京都23区,35.6937,139.77411,5570000,0,5,24988
958,林 雅人_958,53,男,フリーランス,東京都23区,35.70967,139.64832,5120000,1,6,32962
959,加藤 義男,58,男,経営者・役員,東京都23区,35.75013,139.70836,14970000,0,4,62043
960,岡田 蓮,57,男,会社員,東京都23区,35.68596,139.71378,3940000,0,5,15226
961,前田 陽菜_961,30,女,会社員,千葉県,35.50563,140.1296,5670000,0,5,26176
962,佐々木 結衣_962,38,女,会社員,栃木県,36.37241,139.74355,4560000,0,5,26514
963,佐々木 樹_963,69,男,工場勤務,東京都23区,35.67942,139.68263,5180000,0,2,3370
964,佐々木 大翔,27,男,公務員,東京都23区,35.74876,139.68779,4880000,0,5,47900
965,山崎 翔_965,41,男,公務員,埼玉県,35.89537,139.62054,6820000,0,6,63251
966,前田 悠人,38,男,工場勤務,東京都23区,35.65715,139.67523,3040000,0,5,10978
967,山口 義男,61,男,ITエンジニア,東京都23区,35.56149,139.70809,5300000,1,2,6838
968,井上 雅人,29,男,会社員,神奈川県,35.49832,139.69674,3310000,0,4,14071
969,山本 翔,54,男,フリーランス,神奈川県,35.56854,139.35688,5560000,1,5,16872
970,井上 節子_970,64,女,会社員,東京都23区,35.65655,139.68835,3910000,0,2,5810
971,岡田 翼,50,男,ITエンジニア,埼玉県,35.90099,139.63576,5740000,1,5,9799
972,藤田 貴志,66,男,退職,千葉県,35.49062,140.12482,1910000,0,2,2180
973,清水 千尋,42,女,会社員,埼玉県,35.83786,139.3716,4980000,0,5,27240
974,井上 杏_974,67,女,工場勤務,神奈川県,35.57781,139.59997,3300000,0,1,3082
975,吉田 陽翔,27,男,飲食店,栃木県,36.69301,139.98184,2680000,0,4,25427
976,小林 湊,69,男,飲食店,千葉県,35.63694,140.10642,3250000,0,2,2394
977,山口 ハル,66,女,退職,埼玉県,35.80734,139.71533,2510000,0,2,2487
978,前田 京子_978,37,女,会社員,東京都23区,35.75008,139.7344,3960000,0,5,10274
979,山崎 悠人,35,男,会社員,東京都23区,35.55226,139.72547,3240000,0,5,19873
980,清水 浩二_980,76,男,飲食店,東京都23区,35.69889,139.75516,3340000,0,2,3145
981,佐藤 由美_981,45,女,販売員,茨城県,36.38252,140.52566,3570000,0,5,12022
982,池田 達也_982,64,男,会社員,埼玉県,35.98522,139.58364,3890000,0,2,2974
983,前田 孝雄_983,65,男,退職,東京都23区,35.7323,139.85054,1910000,0,2,2982
984,井上 理恵,51,女,会社員,東京都23区,35.74008,139.72274,9500000,0,3,8790
985,森 蓮_985,73,男,退職,東京都23区,35.7453,139.8503,2430000,0,2,3110
986,橋本 莉子,68,女,退職,神奈川県,35.52747,139.42399,1600000,0,2,7783
987,佐藤 智子_987,28,女,公務員,千葉県,35.50442,140.11358,4700000,0,5,8789
988,小林 雄太,75,男,退職,茨城県,36.08614,140.12589,2880000,0,2,8980
989,前田 湊_989,50,男,会社員,埼玉県,36.12747,139.40863,5160000,0,6,21992
990,森 湊_990,66,男,退職,栃木県,36.7084,139.96851,2040000,0,2,2290
991,清水 心春,31,女,会社員,群馬県,36.33538,139.00936,6890000,0,5,35180
992,小林 陽翔_992,51,男,公務員,栃木県,36.44095,140.00834,6160000,0,4,11972
993,後藤 貴志,40,男,公務員,東京都23区,35.76082,139.85058,12420000,0,8,103400
994,木村 麻衣_994,24,女,会社員,栃木県,36.56576,139.74472,4130000,0,5,13785
995,山口 智也_995,55,男,看護師,神奈川県,35.3156,139.34822,4270000,0,5,16813
996,吉田 結衣_996,72,女,工場勤務,茨城県,36.08377,140.18833,2320000,0,2,1980
997,林 翔,51,男,販売員,神奈川県,35.5552,139.55244,3840000,0,4,14919
998,藤田 麻衣,43,女,会社員,埼玉県,35.78922,139.59906,9140000,0,5,34041
999,佐藤 凛,78,女,退職,埼玉県,35.81515,139.67402,2680000,0,2,12970
